perSquarePrice,square,orientation,houseUrl,floor,houseType,xiaoqu,totalPrice,buildInfo,houseArea
81981,56.11平,朝东,http://sh.lianjia.com/ershoufang/sh4506561.html,中区/6层,2室0厅,重庆北路211号,460万,1991年建,黄浦人民广场
59831,122.01平,朝南北,http://sh.lianjia.com/ershoufang/sh4505980.html,高区/17层,2室2厅,中祥哥德堡,730万,2004年建,闵行莘庄
79669,70.29平,朝南北,http://sh.lianjia.com/ershoufang/sh4507897.html,高区/6层,2室2厅,幸福老公寓,560万,1936年建,静安静安寺
69471,51.82平,朝南,http://sh.lianjia.com/ershoufang/sh4506661.html,高区/6层,2室1厅,瑞冬小区,360万,1994年建,长宁北新泾
81990,107.33平,朝东南,http://sh.lianjia.com/ershoufang/sh4488370.html,低区/24层,2室2厅,桃林小区,880万,1997年建,浦东源深
51035,66.62平,朝南,http://sh.lianjia.com/ershoufang/sh4487435.html,中区/6层,2室1厅,东二小区,340万,1996年建,浦东金桥
65725,82.16平,朝东南,http://sh.lianjia.com/ershoufang/sh4484889.html,低区/22层,2室1厅,住友公寓,540万,1997年建,徐汇万体馆
57189,110.16平,朝南,http://sh.lianjia.com/ershoufang/sh4478810.html,高区/12层,2室2厅,淞虹公寓,630万,2000年建,长宁北新泾
61110,94.91平,朝南,http://sh.lianjia.com/ershoufang/sh4460739.html,中区/6层,4室1厅,古美十村,580万,1998年建,闵行古美
78312,108.54平,朝南北,http://sh.lianjia.com/ershoufang/sh4453781.html,中区/24层,2室2厅,科乐苑,850万,1998年建,徐汇徐家汇
64587,54.19平,朝南北,http://sh.lianjia.com/ershoufang/sh4452396.html,中区/6层,2室1厅,延吉七村,350万,1986年建,杨浦黄兴公园
70824,247.09平,朝南北,http://sh.lianjia.com/ershoufang/sh4438754.html,低区/26层,5室2厅,东方莱茵,1750万,2003年建,闸北不夜城
71349,81.29平,朝南,http://sh.lianjia.com/ershoufang/sh4437962.html,低区/6层,2室2厅,新江湾时代花园,580万,2000年建,杨浦新江湾城
91242,133.71平,朝南,http://sh.lianjia.com/ershoufang/sh4437001.html,高区/15层,3室2厅,大上海城市花园,1220万,2004年建,普陀长寿路
80352,115.74平,朝南北,http://sh.lianjia.com/ershoufang/sh4429161.html,低区/14层,3室2厅,新梅共和城,930万,2004年建,闸北大宁
62418,107.02平,朝南北,http://sh.lianjia.com/ershoufang/sh4395372.html,高区/6层,2室2厅,乐业公寓,668万,1999年建,闸北闸北公园
81014,28.39平,朝南,http://sh.lianjia.com/ershoufang/sh4384694.html,高区/4层,1室0厅,天山五村（旧）,230万,1958年建,长宁天山
68645,99.06平,朝南北,http://sh.lianjia.com/ershoufang/sh4381650.html,低区/14层,2室2厅,凤六新苑,680万,2001年建,杨浦控江路
53176,55.1平,朝南北,http://sh.lianjia.com/ershoufang/sh4371772.html,中区/6层,2室0厅,康平小区,293万,1986年建,闸北彭浦
66476,136.89平,朝南,http://sh.lianjia.com/ershoufang/sh4359635.html,低区/18层,3室2厅,海联花苑,910万,2002年建,闵行金虹桥
70615,76.47平,朝南北,http://sh.lianjia.com/ershoufang/sh4325011.html,中区/4层,2室2厅,黄山始信苑,540万,1999年建,浦东金杨
37765,94.0平,朝南北,http://sh.lianjia.com/ershoufang/sh4390741.html,低区/18层,3室2厅,新城悠活城,355万,2011年建,嘉定菊园新区
59146,83.69平,朝南北,http://sh.lianjia.com/ershoufang/sh4388821.html,低区/18层,2室2厅,丽都成品,495万,2005年建,浦东金桥
99869,46.06平,朝南,http://sh.lianjia.com/ershoufang/sh4383570.html,中区/6层,1室1厅,黄山新村,460万,1995年建,浦东金杨
71813,122.54平,朝南,http://sh.lianjia.com/ershoufang/sh4382363.html,低区/34层,3室2厅,和平花苑,880万,1997年建,杨浦鞍山
54689,36.57平,朝南,http://sh.lianjia.com/ershoufang/sh4353514.html,高区/6层,1室0厅,工农三村,200万,1991年建,杨浦中原
52439,90.58平,朝南北,http://sh.lianjia.com/ershoufang/sh4349546.html,高区/6层,2室2厅,信利苑,475万,2002年建,闵行航华
42091,78.4平,朝南北,http://sh.lianjia.com/ershoufang/sh4313352.html,高区/11层,2室1厅,馨佳园（韶山路418弄）,330万,2009年建,宝山顾村
80271,138.28平,朝南北,http://sh.lianjia.com/ershoufang/sh4306846.html,中区/16层,3室2厅,弘扬沁园,1110万,2002年建,浦东洋泾
97666,124.71平,朝南,http://sh.lianjia.com/ershoufang/sh4304124.html,低区/17层,2室2厅,明华苑,1218万,2002年建,徐汇徐家汇
62396,72.12平,朝南,http://sh.lianjia.com/ershoufang/sh4277384.html,低区/16层,2室1厅,茅台新苑,450万,1989年建,长宁仙霞
51251,51.12平,朝南北,http://sh.lianjia.com/ershoufang/sh4264941.html,高区/7层,1室1厅,宏翔公寓,262万,1999年建,杨浦黄兴公园
100139,93.47平,朝南,http://sh.lianjia.com/ershoufang/sh4231997.html,中区/39层,2室2厅,瑞虹新城（二期）,936万,2005年建,虹口临平路
51778,53.69平,朝南北,http://sh.lianjia.com/ershoufang/sh4210715.html,高区/7层,1室1厅,金信公寓,278万,1997年建,杨浦中原
37330,85.72平,朝南,http://sh.lianjia.com/ershoufang/sh4205447.html,高区/6层,3室1厅,新川路300弄,320万,,浦东川沙
61138,89.96平,朝南北,http://sh.lianjia.com/ershoufang/sh4166870.html,高区/6层,3室1厅,双桥小区,550万,1997年建,浦东金桥
75967,63.58平,朝南,http://sh.lianjia.com/ershoufang/sh4154014.html,中区/6层,2室1厅,美乐小区,483万,1993年建,徐汇田林
61871,99.4平,朝南,http://sh.lianjia.com/ershoufang/sh3851038.html,低区/18层,2室2厅,地杰国际城,615万,2007年建,浦东御桥
65394,131.51平,朝南北,http://sh.lianjia.com/ershoufang/sh1743049.html,低区/12层,3室2厅,黄兴公寓,860万,2001年建,杨浦五角场
63297,107.43平,朝南北,http://sh.lianjia.com/ershoufang/sh4543652.html,高区/6层,3室3厅,御桥馨华苑,680万,2004年建,浦东御桥
80693,66.92平,,http://sh.lianjia.com/ershoufang/sh4538153.html,低区/7层,2室1厅,海杨公寓,540万,1999年建,杨浦东外滩
48477,51.57平,朝南,http://sh.lianjia.com/ershoufang/sh4502218.html,高区/6层,2室1厅,寿一小区,250万,1988年建,浦东金桥
48198,87.14平,朝南,http://sh.lianjia.com/ershoufang/sh4501967.html,低区/18层,2室2厅,浦江东旭公寓,420万,2009年建,浦东金桥
58610,129.67平,,http://sh.lianjia.com/ershoufang/sh4490675.html,低区/22层,3室2厅,绿洲康城亲水湾（中央区）,760万,2012年建,浦东御桥
55293,86.81平,朝南北,http://sh.lianjia.com/ershoufang/sh4481574.html,高区/6层,2室1厅,东靖苑,480万,2003年建,浦东金桥
52825,282.06平,(进门) 南,http://sh.lianjia.com/ershoufang/sh4459146.html,地上3层,4室2厅,梧桐城邦（别墅）,1490万,2010年建,宝山大华
61439,43.62平,朝南,http://sh.lianjia.com/ershoufang/sh4456840.html,中区/14层,1室1厅,延吉七村,268万,1987年建,杨浦黄兴公园
82749,229.61平,朝东北,http://sh.lianjia.com/ershoufang/sh4418277.html,低区/33层,4室2厅,古北瑞仕花园,1900万,2006年建,长宁古北
65584,147.9平,朝南北,http://sh.lianjia.com/ershoufang/sh4367778.html,低区/33层,3室2厅,明园森林都市,970万,2013年建,闸北大宁
59894,43.41平,朝南北,http://sh.lianjia.com/ershoufang/sh4365903.html,高区/5层,2室1厅,控江七村,260万,1979年建,杨浦控江路
81877,91.6平,朝南,http://sh.lianjia.com/ershoufang/sh4340465.html,低区/32层,2室2厅,东外滩1号,750万,2012年建,杨浦周家嘴路
76214,94.47平,朝南北,http://sh.lianjia.com/ershoufang/sh4311251.html,中区/5层,2室2厅,证大家园（公寓）,720万,2002年建,浦东金桥
74216,78.15平,朝南,http://sh.lianjia.com/ershoufang/sh4246171.html,高区/29层,2室1厅,上青佳园,580万,2004年建,普陀长寿路
69225,47.67平,朝南,http://sh.lianjia.com/ershoufang/sh4233273.html,中区/7层,2室0厅,中华小区,330万,1996年建,长宁新华路
47116,73.86平,朝南北,http://sh.lianjia.com/ershoufang/sh4491557.html,中区/6层,2室2厅,金鹤新城双佳翠庭,348万,2007年建,嘉定江桥
98752,111.39平,朝南,http://sh.lianjia.com/ershoufang/sh4691630.html,低区/30层,2室2厅,耀江花园,1100万,2006年建,黄浦世博滨江
68169,55.01平,朝南,http://sh.lianjia.com/ershoufang/sh4691627.html,中区/13层,1室1厅,通协小区,375万,2005年建,长宁北新泾
93530,155.03平,朝南北,http://sh.lianjia.com/ershoufang/sh4691534.html,低区/33层,3室2厅,永新花苑,1450万,1999年建,徐汇徐家汇
60685,130.18平,朝南北,http://sh.lianjia.com/ershoufang/sh4687334.html,中区/18层,3室2厅,中祥哥德堡,790万,2004年建,闵行莘庄
53414,95.48平,朝南北,http://sh.lianjia.com/ershoufang/sh4466484.html,低区/11层,2室2厅,永达城市公寓,510万,2008年建,浦东川沙
78090,44.82平,朝南北,http://sh.lianjia.com/ershoufang/sh4461192.html,中区/6层,2室0厅,利安小区,350万,1996年建,长宁中山公园
61369,50.84平,朝南北,http://sh.lianjia.com/ershoufang/sh4452377.html,中区/5层,2室1厅,控江西三村,312万,,杨浦黄兴公园
51251,66.34平,朝南北,http://sh.lianjia.com/ershoufang/sh4445902.html,高区/6层,2室1厅,大华二村,340万,1996年建,宝山大华
42330,109.85平,朝南北,http://sh.lianjia.com/ershoufang/sh4436863.html,中区/6层,3室2厅,共富二村,465万,2006年建,宝山共富
80944,113.04平,朝南,http://sh.lianjia.com/ershoufang/sh4432137.html,中区/24层,2室2厅,强生花苑,915万,2001年建,徐汇龙华
70754,89.04平,朝南北,http://sh.lianjia.com/ershoufang/sh4423560.html,低区/24层,3室1厅,高荣小区,630万,1990年建,静安曹家渡
84110,49.34平,朝南,http://sh.lianjia.com/ershoufang/sh4416517.html,中区/32层,2室1厅,奔腾新干线,415万,,闸北西藏北路
60897,85.39平,朝南北,http://sh.lianjia.com/ershoufang/sh4410348.html,低区/6层,2室2厅,南华苑,520万,1998年建,宝山大华
36567,88.33平,朝南,http://sh.lianjia.com/ershoufang/sh4407220.html,低区/27层,3室2厅,盘古天地,323万,2010年建,嘉定嘉定新城
63328,67.9平,朝南北,http://sh.lianjia.com/ershoufang/sh4403681.html,低区/6层,2室1厅,灵芝公寓,430万,1989年建,普陀甘泉宜川
68236,108.3平,朝南北,http://sh.lianjia.com/ershoufang/sh4395128.html,中区/17层,3室2厅,益晖新苑,739万,2010年建,杨浦控江路
58315,46.3平,朝南,http://sh.lianjia.com/ershoufang/sh4559725.html,低区/6层,1室1厅,东陆新村六街坊,270万,1995年建,浦东金桥
66123,40.53平,朝南,http://sh.lianjia.com/ershoufang/sh4549676.html,中区/5层,1室1厅,虹延小区,268万,1995年建,长宁西郊
57191,153.87平,朝北,http://sh.lianjia.com/ershoufang/sh4541274.html,中区/13层,2室2厅,龙柏花苑（公寓）,880万,1998年建,长宁西郊
52861,38.97平,朝南,http://sh.lianjia.com/ershoufang/sh4536515.html,高区/6层,1室1厅,通河一村,206万,1986年建,宝山张庙
47545,38.91平,朝南,http://sh.lianjia.com/ershoufang/sh4504639.html,中区/6层,1室1厅,长江路20弄,185万,1992年建,宝山淞南
75007,70.66平,朝东南,http://sh.lianjia.com/ershoufang/sh4525964.html,高区/29层,2室0厅,番禺大厦,530万,1999年建,长宁新华路
59347,40.44平,,http://sh.lianjia.com/ershoufang/sh4572620.html,中区/6层,1室1厅,国和一村,240万,1993年建,杨浦中原
64960,103.14平,朝南,http://sh.lianjia.com/ershoufang/sh4572379.html,中区/6层,2室1厅,九州花苑,670万,1995年建,杨浦黄兴公园
67732,36.91平,朝南,http://sh.lianjia.com/ershoufang/sh4572051.html,中区/6层,1室0厅,密二小区,250万,1983年建,虹口曲阳
63499,88.19平,朝南北,http://sh.lianjia.com/ershoufang/sh4567351.html,高区/6层,2室2厅,鑫都佳园,560万,2001年建,普陀万里
68102,126.28平,朝南北,http://sh.lianjia.com/ershoufang/sh4565417.html,高区/9层,3室2厅,阳光欧洲公寓,860万,1999年建,杨浦中原
46280,58.34平,朝南,http://sh.lianjia.com/ershoufang/sh4565268.html,高区/6层,2室1厅,富特五村,270万,1993年建,浦东外高桥
67630,75.41平,朝东南,http://sh.lianjia.com/ershoufang/sh4564173.html,高区/18层,3室0厅,云舫小区,510万,1989年建,虹口北外滩
64917,36.97平,朝南,http://sh.lianjia.com/ershoufang/sh4563816.html,中区/7层,1室1厅,曹杨六村（沙溪园）,240万,1988年建,普陀曹杨
87004,127.58平,朝南,http://sh.lianjia.com/ershoufang/sh4563602.html,高区/26层,3室2厅,锦蝶苑,1110万,1999年建,徐汇徐家汇
54308,110.48平,朝北,http://sh.lianjia.com/ershoufang/sh4559362.html,中区/34层,2室2厅,浦江大厦,600万,1998年建,长宁新华路
59131,51.58平,朝南,http://sh.lianjia.com/ershoufang/sh4556303.html,高区/6层,2室1厅,闻喜小区,305万,1985年建,闸北彭浦
57894,66.5平,朝南,http://sh.lianjia.com/ershoufang/sh4551189.html,高区/6层,2室1厅,龙柏六村,385万,1995年建,闵行龙柏
64036,78.08平,朝南,http://sh.lianjia.com/ershoufang/sh4550629.html,低区/24层,2室1厅,上南九村,500万,1993年建,浦东世博
56621,54.75平,朝南,http://sh.lianjia.com/ershoufang/sh4548496.html,低区/6层,1室1厅,浦发绿城,310万,2004年建,浦东三林
54829,71.13平,朝南北,http://sh.lianjia.com/ershoufang/sh4522321.html,低区/6层,2室1厅,民京路838弄,390万,1996年建,杨浦中原
67692,107.84平,朝南北,http://sh.lianjia.com/ershoufang/sh4691761.html,低区/18层,2室2厅,金沙雅苑（四期）,730万,2006年建,普陀长征
48303,46.58平,朝南,http://sh.lianjia.com/ershoufang/sh4691570.html,高区/6层,2室1厅,鹤北新村,225万,1993年建,闵行老闵行
44784,88.2平,朝南北,http://sh.lianjia.com/ershoufang/sh4678821.html,高区/6层,3室1厅,荣顺苑,395万,2003年建,闵行颛桥
82422,57.63平,朝南,http://sh.lianjia.com/ershoufang/sh4669593.html,中区/16层,1室1厅,万邦都市花园,475万,2004年建,浦东北蔡
57599,98.96平,朝南北,http://sh.lianjia.com/ershoufang/sh4659572.html,高区/6层,3室2厅,翔川家园,570万,2008年建,浦东川沙
109901,200.18平,朝西南,http://sh.lianjia.com/ershoufang/sh4653670.html,低区/35层,3室2厅,财富海景花园,2200万,2006年建,浦东陆家嘴
51210,42.96平,朝南,http://sh.lianjia.com/ershoufang/sh4648715.html,低区/6层,1室1厅,通河四村,220万,1992年建,宝山通河
85755,34.4平,朝南,http://sh.lianjia.com/ershoufang/sh4645887.html,中区/7层,1室0厅,北蒙三小区,295万,1989年建,黄浦五里桥
100917,196.2平,朝东北,http://sh.lianjia.com/ershoufang/sh4634882.html,高区/28层,4室2厅,云海苑,1980万,2003年建,静安南京西路
70314,51.91平,朝南,http://sh.lianjia.com/ershoufang/sh4626376.html,中区/6层,2室1厅,虹纺小区,365万,1988年建,长宁虹桥
56256,36.44平,朝南,http://sh.lianjia.com/ershoufang/sh4625890.html,低区/6层,1室0厅,市光三村,205万,1993年建,杨浦中原
87359,46.36平,朝南,http://sh.lianjia.com/ershoufang/sh4616708.html,高区/6层,2室0厅,潍坊七村,405万,1983年建,浦东潍坊
76357,35.36平,,http://sh.lianjia.com/ershoufang/sh2840224.html,高区/6层,1室1厅,延西小区,270万,1989年建,长宁新华路
72500,48.0平,朝南,http://sh.lianjia.com/ershoufang/sh4505458.html,低区/6层,1室1厅,长春小区,348万,1994年建,徐汇田林
44935,70.1平,朝南,http://sh.lianjia.com/ershoufang/sh4561136.html,高区/6层,2室1厅,银都新村（8至10区）,315万,1995年建,闵行颛桥
84430,69.88平,朝南,http://sh.lianjia.com/ershoufang/sh4558637.html,低区/6层,2室1厅,巨东小区,590万,1994年建,浦东洋泾
48227,73.61平,朝南北,http://sh.lianjia.com/ershoufang/sh4534084.html,中区/6层,2室2厅,金霞苑,355万,2008年建,嘉定江桥
61948,64.57平,朝南,http://sh.lianjia.com/ershoufang/sh4529656.html,低区/6层,2室1厅,凌云新村,400万,1994年建,徐汇华东理工
72176,55.42平,朝南,http://sh.lianjia.com/ershoufang/sh4528881.html,高区/7层,2室0厅,大统路159弄,400万,1985年建,闸北西藏北路
65868,91.09平,朝南,http://sh.lianjia.com/ershoufang/sh4520108.html,低区/6层,2室2厅,小红楼,600万,2000年建,浦东三林
59392,58.93平,朝南,http://sh.lianjia.com/ershoufang/sh4516687.html,高区/6层,2室1厅,工农三村,350万,1991年建,杨浦中原
98161,56.03平,朝南,http://sh.lianjia.com/ershoufang/sh4516191.html,低区/32层,1室1厅,新湖明珠城,550万,,普陀武宁
63047,46.79平,朝南北,http://sh.lianjia.com/ershoufang/sh4507285.html,高区/6层,2室0厅,永馨小区,295万,1993年建,长宁北新泾
59244,138.41平,朝南北,http://sh.lianjia.com/ershoufang/sh4459177.html,高区/6层,3室3厅,新时代花园,820万,2002年建,闵行古美
55475,69.4平,朝南,http://sh.lianjia.com/ershoufang/sh4691178.html,低区/6层,2室1厅,罗阳七村,385万,1996年建,闵行梅陇
57830,63.98平,朝南北,http://sh.lianjia.com/ershoufang/sh4669248.html,高区/6层,2室1厅,天池一村,370万,1994年建,浦东北蔡
45653,52.57平,朝南,http://sh.lianjia.com/ershoufang/sh4664535.html,中区/5层,2室0厅,东义路21弄,240万,1986年建,浦东外高桥
64965,126.22平,朝南北,http://sh.lianjia.com/ershoufang/sh4663574.html,低区/8层,3室2厅,嘉和花苑,820万,2002年建,闵行梅陇
51315,77.56平,朝南北,http://sh.lianjia.com/ershoufang/sh4663427.html,高区/11层,2室1厅,采菊苑,398万,2008年建,宝山顾村
59782,46.0平,朝南,http://sh.lianjia.com/ershoufang/sh4643046.html,高区/6层,2室0厅,桂巷新村,275万,1983年建,普陀长风
108019,60.73平,朝东,http://sh.lianjia.com/ershoufang/sh4266529.html,低区/7层,1室0厅,永业大楼,656万,1935年建,黄浦淮海中路
59810,76.91平,朝西南,http://sh.lianjia.com/ershoufang/sh4207287.html,高区/22层,2室2厅,西部大楼,460万,1997年建,普陀甘泉宜川
67647,34.0平,朝南,http://sh.lianjia.com/ershoufang/sh4203078.html,低区/6层,1室0厅,广中五村,230万,1978年建,虹口凉城
79950,40.65平,朝南,http://sh.lianjia.com/ershoufang/sh3792664.html,高区/7层,2室1厅,斜土路486弄,325万,1984年建,黄浦五里桥
78646,62.05平,朝南,http://sh.lianjia.com/ershoufang/sh1850194.html,中区/5层,3室0厅,零陵路190弄,488万,1981年建,徐汇斜土路
56352,47.38平,朝南,http://sh.lianjia.com/ershoufang/sh4684649.html,高区/6层,2室1厅,隆昌路702弄,267万,1979年建,杨浦周家嘴路
39069,94.19平,朝南北,http://sh.lianjia.com/ershoufang/sh4553167.html,中区/6层,3室2厅,新城金郡,368万,2013年建,嘉定嘉定新城
132258,193.56平,朝南北,http://sh.lianjia.com/ershoufang/sh4267155.html,低区/31层,3室2厅,翠湖天地御苑,2560万,2006年建,黄浦新天地
74455,100.06平,朝南北,http://sh.lianjia.com/ershoufang/sh4689561.html,低区/6层,2室2厅,宛平南路493弄,745万,1994年建,徐汇徐家汇
61712,53.15平,朝南,http://sh.lianjia.com/ershoufang/sh4687910.html,高区/5层,2室1厅,德州二村,328万,1985年建,浦东世博
76240,144.28平,朝南北,http://sh.lianjia.com/ershoufang/sh4238904.html,低区/23层,3室2厅,越富豪庭,1100万,2006年建,浦东塘桥
76119,99.58平,,http://sh.lianjia.com/ershoufang/sh1086911.html,高区/6层,3室2厅,樱花路89弄,758万,2006年建,浦东花木
104576,88.93平,朝南,http://sh.lianjia.com/ershoufang/sh1062850.html,低区/35层,2室2厅,汇豪天下,930万,2004年建,浦东陆家嘴
73958,51.38平,朝南,http://sh.lianjia.com/ershoufang/sh4675679.html,高区/7层,2室0厅,富源小区,380万,1981年建,普陀长寿路
118962,42.03平,朝南北,http://sh.lianjia.com/ershoufang/sh4683459.html,中区/6层,2室0厅,泉东二小区,500万,1991年建,浦东潍坊
88600,101.58平,朝南,http://sh.lianjia.com/ershoufang/sh4578539.html,低区/31层,2室2厅,圣约翰名邸,900万,2002年建,长宁中山公园
80691,52.05平,朝南,http://sh.lianjia.com/ershoufang/sh3911057.html,低区/6层,2室1厅,曹家巷小区,420万,1994年建,普陀武宁
56063,48.16平,朝南,http://sh.lianjia.com/ershoufang/sh4691760.html,中区/6层,1室1厅,民华小区,270万,1989年建,虹口江湾镇
57670,60.69平,朝东南,http://sh.lianjia.com/ershoufang/sh4569086.html,低区/6层,2室1厅,香楠小区,350万,1995年建,浦东张江
59031,42.35平,朝南,http://sh.lianjia.com/ershoufang/sh4567436.html,低区/6层,1室1厅,梅陇二村,250万,1988年建,闵行梅陇
145772,34.3平,朝南,http://sh.lianjia.com/ershoufang/sh4564836.html,低区/6层,1室0厅,兴国路271弄,500万,1988年建,徐汇衡山路
73101,84.13平,朝南北,http://sh.lianjia.com/ershoufang/sh4556088.html,低区/10层,2室2厅,梧桐城邦（公寓）,615万,2011年建,宝山大华
36674,77.71平,,http://sh.lianjia.com/ershoufang/sh4545251.html,低区/14层,2室1厅,新凯家园,285万,2006年建,松江泗泾
56572,30.05平,朝北,http://sh.lianjia.com/ershoufang/sh4686468.html,高区/5层,1室0厅,凤城二村,170万,1988年建,杨浦控江路
81081,25.9平,朝南,http://sh.lianjia.com/ershoufang/sh4651838.html,低区/5层,1室0厅,华苑小区,210万,1980年建,长宁中山公园
62542,247.83平,朝南,http://sh.lianjia.com/ershoufang/sh4580330.html,高区/18层,5室3厅,河风丽景,1550万,2007年建,长宁天山
59941,34.2平,朝西,http://sh.lianjia.com/ershoufang/sh4567260.html,低区/6层,1室0厅,民星路408弄,205万,,杨浦中原
37725,54.34平,朝南北,http://sh.lianjia.com/ershoufang/sh4554256.html,高区/6层,2室1厅,红旗三村,205万,1989年建,闵行老闵行
92731,140.19平,朝南北,http://sh.lianjia.com/ershoufang/sh4529746.html,中区/16层,3室2厅,达安花园,1300万,2003年建,静安曹家渡
90586,143.51平,朝南,http://sh.lianjia.com/ershoufang/sh4398713.html,低区/49层,2室2厅,世茂滨江花园,1300万,,浦东陆家嘴
81328,145.09平,朝南北,http://sh.lianjia.com/ershoufang/sh4314463.html,低区/31层,3室2厅,圣约翰名邸,1180万,2002年建,长宁中山公园
139470,43.02平,朝南,http://sh.lianjia.com/ershoufang/sh4307384.html,高区/3层,2室0厅,延安中路632弄,600万,,静安南京西路
91976,90.24平,朝南北,http://sh.lianjia.com/ershoufang/sh4272690.html,中区/23层,2室2厅,信通浦皓园,830万,2011年建,杨浦周家嘴路
64395,83.08平,朝南,http://sh.lianjia.com/ershoufang/sh4547219.html,中区/6层,3室1厅,金杨六街坊,535万,1994年建,浦东金杨
78335,59.36平,朝北,http://sh.lianjia.com/ershoufang/sh4544376.html,低区/23层,2室1厅,世纪之门,465万,2001年建,普陀长寿路
64465,76.01平,朝南,http://sh.lianjia.com/ershoufang/sh4538958.html,高区/24层,2室1厅,明园公寓,490万,1994年建,杨浦东外滩
66489,37.6平,朝南,http://sh.lianjia.com/ershoufang/sh4534309.html,低区/6层,1室0厅,大二小区,250万,1985年建,虹口曲阳
53066,84.8平,朝南,http://sh.lianjia.com/ershoufang/sh4532336.html,低区/27层,2室2厅,地杰国际城,450万,2009年建,浦东御桥
59532,72.23平,朝南,http://sh.lianjia.com/ershoufang/sh4530646.html,中区/6层,2室1厅,新花苑,430万,1995年建,浦东北蔡
70963,42.98平,朝南,http://sh.lianjia.com/ershoufang/sh4528857.html,低区/19层,1室0厅,金谷苑,305万,1994年建,长宁中山公园
46561,120.27平,朝南北,http://sh.lianjia.com/ershoufang/sh4525856.html,低区/18层,3室2厅,柏丽华庭,560万,2007年建,宝山杨行
47507,119.56平,朝南北,http://sh.lianjia.com/ershoufang/sh4516310.html,中区/6层,3室2厅,浦发绿城,568万,2004年建,浦东三林
84797,81.37平,朝南,http://sh.lianjia.com/ershoufang/sh4511832.html,高区/18层,2室1厅,建工天峰公寓,690万,1996年建,虹口曲阳
58267,45.48平,朝南,http://sh.lianjia.com/ershoufang/sh4579594.html,高区/6层,2室0厅,大华三村二街坊,265万,1995年建,宝山大华
39659,51.69平,朝南北,http://sh.lianjia.com/ershoufang/sh4571270.html,低区/5层,2室1厅,红旗四街坊,205万,1988年建,闵行老闵行
70000,50.0平,朝南,http://sh.lianjia.com/ershoufang/sh4548188.html,高区/7层,1室1厅,华富小区,350万,1995年建,徐汇万体馆
37413,60.94平,朝南北,http://sh.lianjia.com/ershoufang/sh4546819.html,高区/6层,2室1厅,红旗四街坊,228万,1989年建,闵行老闵行
60419,105.76平,朝南,http://sh.lianjia.com/ershoufang/sh4544262.html,高区/25层,2室1厅,梅陇四村,639万,1996年建,徐汇华东理工
85969,203.56平,朝南北,http://sh.lianjia.com/ershoufang/sh4538347.html,低区/7层,6室4厅,航天公寓,1750万,2010年建,徐汇漕河泾
56869,100.23平,朝南北,http://sh.lianjia.com/ershoufang/sh4529615.html,高区/5层,2室2厅,行知家园,570万,1997年建,宝山大华
51406,106.99平,朝南北,http://sh.lianjia.com/ershoufang/sh4520613.html,高区/6层,2室2厅,万里一期,550万,1999年建,普陀万里
58865,56.06平,朝南北,http://sh.lianjia.com/ershoufang/sh4512614.html,中区/7层,1室1厅,景峰苑,330万,1996年建,闸北阳城
58518,67.5平,朝南,http://sh.lianjia.com/ershoufang/sh4499240.html,高区/6层,2室1厅,由由三村,395万,1997年建,浦东北蔡
59719,100.47平,朝南北,http://sh.lianjia.com/ershoufang/sh4488277.html,高区/6层,3室2厅,万兆家园（五期）,600万,2004年建,闵行七宝
50219,70.69平,朝南,http://sh.lianjia.com/ershoufang/sh4482260.html,高区/7层,2室1厅,市政家园,355万,1996年建,杨浦周家嘴路
89595,34.6平,朝南,http://sh.lianjia.com/ershoufang/sh4460443.html,中区/5层,2室0厅,蒙自路345弄,310万,1981年建,黄浦五里桥
47672,53.91平,朝南,http://sh.lianjia.com/ershoufang/sh4453702.html,高区/6层,1室1厅,杨家桥小区（普陀）,257万,1999年建,普陀桃浦
59779,74.44平,朝南北,http://sh.lianjia.com/ershoufang/sh4447192.html,高区/6层,2室1厅,新泾五村,445万,1996年建,长宁北新泾
62466,73.64平,朝南,http://sh.lianjia.com/ershoufang/sh4433666.html,低区/22层,2室1厅,友谊大楼,460万,1988年建,普陀中远两湾城
54887,66.5平,朝南北,http://sh.lianjia.com/ershoufang/sh4388466.html,高区/6层,3室1厅,合阳小区,365万,1987年建,普陀甘泉宜川
70846,35.57平,朝南,http://sh.lianjia.com/ershoufang/sh2545197.html,高区/6层,1室0厅,昭化路55弄,252万,1986年建,长宁中山公园
57311,57.58平,朝南北,http://sh.lianjia.com/ershoufang/sh4568229.html,高区/6层,2室1厅,昌四小区,330万,1994年建,浦东世博
88039,95.98平,朝南北,http://sh.lianjia.com/ershoufang/sh4549591.html,中区/20层,2室2厅,爱家豪庭,845万,2007年建,虹口临平路
69810,128.92平,朝南北,http://sh.lianjia.com/ershoufang/sh4526085.html,低区/24层,3室2厅,梦蝶苑,900万,1997年建,徐汇龙华
37747,94.31平,朝南北,http://sh.lianjia.com/ershoufang/sh4376222.html,低区/6层,3室2厅,上川路1468弄,356万,1995年建,浦东曹路
43462,55.22平,朝南,http://sh.lianjia.com/ershoufang/sh4322346.html,低区/11层,1室1厅,虹浦新城,240万,2008年建,闵行浦江
60644,79.15平,朝南,http://sh.lianjia.com/ershoufang/sh4306895.html,中区/6层,3室1厅,宝仪花苑,480万,1996年建,闵行七宝
59955,99.24平,朝南北,http://sh.lianjia.com/ershoufang/sh4267228.html,中区/5层,3室2厅,平阳绿家园,595万,2000年建,闵行古美
